OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
21822,2017,NonResidential,Distribution Center,Care Medical Equipment,4135 Stone Way North,98103.0,4.0,LAKE UNION,47.66,-122.34,1912.0,1.0,1.0,28080,0.0,"Distribution Center, Office",Distributio,25580.0,Office,2500.0,,,,,30.0,29.2,68.8,67.0,843792.31,819720.38,0.0,146556.41,500050.46,3437.42,343741.99,N,Compliant,,20.32,0.72
21824,2017,Multifamily LR (1-4),Low-Rise Multifamily,ELDORADO THE CONDOMINIUM,3630 26TH PL W,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65,-122.39,1973.0,1.0,4.0,60601,,"Multifamily Housing, Parking",Multifamily,48306.0,Parking,12295.0,,,,94.0,21.3,20.8,67.0,65.5,1031268.12,1006908.19,0.0,302247.31,1031267.83,0.0,0.0,N,Compliant,,4.27,0.07
21825,2017,Multifamily LR (1-4),Other,ELDORADO II,3601 24th Ave West,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65,-122.39,1969.0,1.0,4.0,32054,,"Other, Parking",Other,27000.0,Parking,5000.0,,,,,31.8,30.7,99.8,96.4,857726.0,828587.88,0.0,251385.09,857725.94,0.0,0.0,N,Compliant,,3.55,0.11
21826,2017,Multifamily LR (1-4),Low-Rise Multifamily,ElDorado IV Condo,3661 24th Pl W,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65,-122.39,1970.0,1.0,4.0,29222,0.0,Multifamily Housing,Multifamily,28000.0,,,,,,68.0,28.3,27.6,88.9,86.7,792310.38,773370.38,0.0,232212.91,792310.44,0.0,0.0,N,Compliant,,3.28,0.11
21830,2017,Multifamily MR (5-9),Mid-Rise Multifamily,1111 E Pike,1111 E Pike,98122.0,3.0,EAST,47.61,-122.32,2008.0,1.0,6.0,27468,0.0,"Multifamily Housing, Parking, Retail Store",Multifamily,23600.0,Parking,10900.0,Retail Store,3000.0,,,48.9,48.1,136.8,135.1,1300208.75,1278360.25,0.0,318891.5,1088057.8,2121.51,212151.0,N,Compliant,,15.77,0.57
21836,2017,Multifamily LR (1-4),Low-Rise Multifamily,Watermarke Apartments LLC,4213 Stone Way N,98103.0,4.0,LAKE UNION,47.66,-122.34,1989.0,1.0,4.0,61227,,"Multifamily Housing, Parking",Multifamily,44674.0,Parking,16553.0,,,,96.0,25.5,25.1,80.0,78.7,1138305.0,1119318.5,0.0,333618.09,1138304.94,0.0,0.0,N,Compliant,,4.71,0.08
21838,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Elliott Bay Condominium,524 6th Ave W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62,-122.36,1997.0,1.0,5.0,30236,,"Multifamily Housing, Parking",Multifamily,30236.0,Parking,4900.0,,,,61.0,34.8,34.4,109.3,108.0,1052402.88,1040038.19,0.0,308441.59,1052402.72,0.0,0.0,N,Compliant,,4.35,0.14
23173,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Taylor HOA,1525 Taylor Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1960.0,1.0,5.0,21822,,Multifamily Housing,Multifamily,21822.0,,,,,,52.0,36.3,35.7,114.0,112.0,792570.81,778366.88,0.0,232289.2,792570.76,0.0,0.0,N,Compliant,,3.28,0.15
21839,2017,Multifamily MR (5-9),Mid-Rise Multifamily,GRIFFIS BELLTOWN APARTMENTS,2400 ELLIOTT AVE,98121.0,7.0,DOWNTOWN,47.61,-122.35,1990.0,1.0,5.0,320651,,"Multifamily Housing, Parking",Multifamily,214625.0,Parking,106026.0,,,,56.0,37.0,36.1,99.9,97.8,7930781.5,7757786.0,0.0,1837644.25,6270042.18,16607.39,1660739.06,N,Compliant,,114.14,0.36
21852,2017,Multifamily LR (1-4),Low-Rise Multifamily,Embassy Row Condo HOA,2350 10th Ave E,98102.0,3.0,EAST,47.64,-122.32,1985.0,1.0,3.0,45235,38.0,Multifamily Housing,Multifamily,45235.0,,,,,,77.0,21.5,21.2,67.6,66.5,974156.38,957707.81,0.0,285508.91,974156.39,0.0,0.0,N,Compliant,,4.03,0.09
21859,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Epic Condominium,412 11th Avenue,98122.0,3.0,EAST,47.61,-122.32,2002.0,1.0,6.0,65604,,Multifamily Housing,Multifamily,65604.0,,,,,,93.0,25.9,25.9,81.4,81.4,1700478.75,1700478.75,0.0,498381.81,1700478.74,0.0,0.0,N,Compliant,,7.04,0.11
21860,2017,Multifamily MR (5-9),Mid-Rise Multifamily,53236 - Equinox Apartments,1524 Eastlake Avenue East,98102.0,4.0,LAKE UNION,47.63,-122.33,2009.0,1.0,8.0,322771,109495.0,"Multifamily Housing, Parking",Multifamily,200601.0,Parking,109495.0,,,,92.0,42.6,42.6,97.7,97.7,8540380.0,8541121.0,0.0,1491869.5,5090258.73,34501.2,3450120.31,N,Compliant,,204.29,0.63
21862,2017,Multifamily HR (10+),High-Rise Multifamily,Escala,1920 4th Ave,98101.0,7.0,DOWNTOWN,47.61,-122.34,2010.0,1.0,31.0,480789,,"Multifamily Housing, Parking, Retail Store",Multifamily,581843.0,Parking,205632.0,Retail Store,11682.0,20182016,91.0,35.9,34.5,78.4,76.1,21299220.0,20475410.0,0.0,3391126.0,11570521.91,97286.98,9728697.66,N,Compliant,,564.56,1.17
21871,2017,Multifamily LR (1-4),Low-Rise Multifamily,Evanston Square,600 N 85th St,98103.0,6.0,NORTHWEST,47.69,-122.35,2000.0,1.0,4.0,35837,0.0,"Multifamily Housing, Office",Multifamily,28356.0,Office,6022.0,,,,65.0,32.8,32.5,103.0,102.1,1127337.5,1117366.75,0.0,330403.69,1127337.38,0.0,0.0,N,Compliant,,4.66,0.13
21877,2017,Multifamily LR (1-4),Low-Rise Multifamily,Brentwood Square Bldg B,13315 Greenwood Ave N,98133.0,5.0,NORTHWEST,47.73,-122.36,1968.0,1.0,3.0,41567,,Multifamily Housing,Multifamily,40924.0,,,,,,84.0,25.4,24.6,79.7,77.3,1039283.69,1008074.12,0.0,304596.59,1039283.58,0.0,0.0,N,Compliant,,4.3,0.1
21879,2017,NonResidential,Senior Care Community,HEALTH AND REHAB OF NORTH SEATTLE,13333 GREENWOOD AVE N,98133.0,5.0,NORTHWEST,47.73,-122.36,1954.0,1.0,2.0,51298,0.0,Senior Care Community,Senior Care,51298.0,,,,,,88.0,108.4,106.7,198.6,195.8,5561876.0,5474219.5,0.0,609532.81,2079725.96,34821.5,3482150.0,N,Compliant,,193.54,3.77
21880,2017,Multifamily HR (10+),High-Rise Multifamily,Ida Culver House Broadview,12515 Greenwood Ave N,98133.0,5.0,NORTHWEST,47.72,-122.36,1990.0,1.0,10.0,284970,,Multifamily Housing,Multifamily,256413.0,,,,,,79.0,49.5,48.5,80.1,78.6,12687164.0,12430171.0,0.0,1012490.31,3454616.95,92325.47,9232546.88,N,Compliant,,504.63,1.77
21883,2017,NonResidential,Worship Facility,Shoreline,102 N 132nd St,98133.0,5.0,NORTHWEST,47.73,-122.36,1962.0,1.0,1.0,22047,0.0,"Parking, Worship Facility",Worship Fac,22898.0,Parking,0.0,,,,100.0,12.6,12.5,39.5,39.3,288320.59,286554.0,0.0,84501.9,288320.48,0.0,0.0,N,Compliant,,1.19,0.05
21884,2017,Multifamily LR (1-4),Low-Rise Multifamily,Brentwood Square Apartments  Bldg C & D,13407 Greenwood Ave N,98133.0,5.0,NORTHWEST,47.73,-122.36,1967.0,1.0,3.0,116143,,Multifamily Housing,Multifamily,113346.0,,,,,,76.0,28.7,28.0,90.1,88.0,3253950.75,3177486.75,0.0,953678.31,3253950.4,0.0,0.0,N,Compliant,,13.46,0.12
21885,2017,Multifamily LR (1-4),Low-Rise Multifamily,45 North Apartments,13437 Greenwood Ave N,98133.0,5.0,NORTHWEST,47.73,-122.36,1976.0,1.0,3.0,44656,,Multifamily Housing,Multifamily,44656.0,,,,,,80.0,24.1,23.7,75.5,74.3,1074131.25,1056204.88,0.0,314809.81,1074131.08,0.0,0.0,N,Compliant,,4.44,0.1
21886,2017,Multifamily LR (1-4),Low-Rise Multifamily,Brentwood Square Bldg A,13201 Greenwood Ave N,98133.0,5.0,NORTHWEST,47.73,-122.36,1968.0,1.0,3.0,26159,,Multifamily Housing,Multifamily,25950.0,,,,,,78.0,27.7,27.2,87.0,85.3,719110.38,704580.88,0.0,210759.2,719110.4,0.0,0.0,N,Compliant,,2.98,0.11
21893,2017,NonResidential,Warehouse,South Park,9125 10th Ave S,98108.0,1.0,GREATER DUWAMISH,47.52,-122.32,1979.0,1.0,1.0,31600,0.0,Non-Refrigerated Warehouse,Non-Refrige,31600.0,,,,,,3.0,119.0,116.3,231.4,228.7,3759360.0,3675358.5,0.0,471929.5,1610223.45,21491.36,2149136.33,N,Compliant,,120.8,3.82
21894,2017,NonResidential,Warehouse,821 WEARHOUSE,821 SO BARTON ST,98108.0,1.0,GREATER DUWAMISH,47.52,-122.32,2007.0,1.0,1.0,35289,0.0,Non-Refrigerated Warehouse,Non-Refrige,35289.0,,,,,,60.0,25.4,24.3,64.5,61.2,897374.88,856977.0,0.0,186862.5,637574.85,2598.0,259800.0,N,Compliant,,16.44,0.47
21896,2017,NonResidential,Warehouse,PNP Properties Building,860 South Cambridge Street,98108.0,1.0,GREATER DUWAMISH,47.52,-122.32,1981.0,1.0,1.0,28920,0.0,Non-Refrigerated Warehouse,Non-Refrige,30000.0,,,,,,34.0,78.0,75.7,112.0,109.6,2340332.5,2270358.5,0.0,126679.0,432228.75,19081.04,1908103.71,N,Compliant,,103.13,3.57
21897,2017,NonResidential,Warehouse,9243 10TH AVE S (ID21897),9243 10TH AVE S,98108.0,1.0,GREATER DUWAMISH,47.52,-122.32,1978.0,1.0,1.0,22176,0.0,Non-Refrigerated Warehouse,Non-Refrige,22176.0,,,,,,5.0,106.0,104.1,144.9,142.9,2350265.75,2308308.25,0.0,104475.0,356468.7,19937.97,1993797.07,N,Compliant,,107.37,4.84
21898,2017,NonResidential,Warehouse,Halfon Candy Company,9229 10th Avenue South,98108.0,1.0,GREATER DUWAMISH,47.52,-122.32,1978.0,1.0,1.0,31300,0.0,Non-Refrigerated Warehouse,Non-Refrige,31300.0,,,,,,91.0,12.8,12.4,29.8,29.4,400795.91,389663.91,0.0,71813.9,245029.02,1557.67,155766.99,N,Compliant,,9.29,0.3
21902,2017,NonResidential,Warehouse,Samson,9228 10th Ave South,98108.0,1.0,GREATER DUWAMISH,47.52,-122.32,1979.0,1.0,1.0,22000,0.0,"Non-Refrigerated Warehouse, Parking",Non-Refrige,22000.0,Parking,0.0,,,,14.0,33.7,33.7,105.8,105.8,741222.88,741222.88,0.0,217240.0,741222.88,0.0,0.0,N,Compliant,,3.07,0.14
21904,2017,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center A,115 NE 100th Street,98125.0,5.0,NORTH,47.7,-122.33,1974.0,1.0,3.0,39927,0.0,"Office, Parking",Office,39541.0,Parking,0.0,,,,41.0,90.1,88.5,283.0,277.8,3563946.25,3498572.0,0.0,1044532.81,3563945.96,0.0,0.0,N,Compliant,,14.74,0.37
21905,2017,NonResidential,Other,Seattle Athletic Club,333 NE 97th,98115.0,5.0,NORTH,47.7,-122.32,1979.0,1.0,1.0,30610,0.0,"Office, Other - Recreation",Other - Rec,23320.0,Office,7290.0,,,,,144.1,144.1,275.9,276.0,4410019.5,4411728.5,0.0,535124.31,1825844.15,25841.75,2584175.0,N,Compliant,,144.8,4.73
21907,2017,NonResidential,Medical Office,North Seattle Professional Center,9730 3rd Avenue NE,98115.0,5.0,NORTH,47.7,-122.33,1980.0,1.0,2.0,26930,6350.0,Medical Office,Medical Off,26930.0,,,,,,67.0,36.7,36.7,115.3,115.3,988760.81,988760.81,0.0,289789.19,988760.71,0.0,0.0,N,Compliant,,4.09,0.15
21909,2017,NonResidential,Medical Office,311 NGT Northgate Med,9800 4th Ave NE,98115.0,5.0,NORTH,47.7,-122.32,1968.0,1.0,2.0,38745,0.0,"Medical Office, Parking",Medical Off,65069.0,Parking,0.0,,,,78.0,41.5,41.5,116.0,116.0,2702922.0,2703367.5,0.0,660322.88,2253021.65,4499.0,449900.0,N,Compliant,,33.22,0.86
21913,2017,NonResidential,Self-Storage Facility,CORRY'S DRYCLEANING (ID21913),4640 UNION BAY PL NE,98105.0,4.0,NORTHEAST,47.66,-122.3,1959.0,1.0,2.0,20296,0.0,Self-Storage Facility,Self-Storag,20296.0,,,,,,,44.4,44.4,139.5,139.5,901665.5,901665.5,0.0,264263.0,901665.36,0.0,0.0,N,Compliant,,3.73,0.18
21916,2017,NonResidential,Mixed Use Property,Union Bay Plaza,4540 Union Bay Plaza NE,98105.0,4.0,NORTHEAST,47.66,-122.29,1945.0,1.0,2.0,22135,0.0,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Off,10388.0,Office,8116.0,Retail Store,3200.0,,,56.8,55.7,135.5,134.3,1303594.5,1277466.38,0.0,244305.8,833571.38,4700.23,470023.0,Y,Not Compliant,,28.41,1.28
21917,2017,NonResidential,Medical Office,Lakeview Medical Building,3216 NE 45th Place,98105.0,4.0,NORTHEAST,47.66,-122.29,1967.0,1.0,3.0,38378,0.0,"Medical Office, Parking",Medical Off,35066.0,Parking,3312.0,,,,88.0,49.9,49.3,92.9,92.2,1748912.62,1727829.0,0.0,199378.5,680279.44,10686.33,1068633.01,N,Compliant,,59.57,1.55
21920,2017,NonResidential,Warehouse,Bowman Building 9742,4625 Union Way Place,98105.0,4.0,NORTHEAST,47.66,-122.3,1980.0,1.0,2.0,33576,0.0,Non-Refrigerated Warehouse,Non-Refrige,33576.0,,,,,,55.0,65.1,61.6,80.9,77.2,2184510.5,2068334.12,0.0,59103.5,201661.14,19828.49,1982849.02,N,Compliant,,106.14,3.16
21921,2017,NonResidential,Supermarket / Grocery Store,Safeway 0488 - 45th St,3020 NE 45th St,98105.0,4.0,NORTHEAST,47.66,-122.3,1975.0,1.0,1.0,33005,0.0,"Parking, Supermarket/Grocery Store",Supermarket,34982.0,Parking,0.0,,,,32.0,293.2,292.4,729.7,728.9,10257042.0,10230203.0,0.0,2069299.75,7060450.75,31965.9,3196590.04,N,Compliant,,198.98,6.03
21937,2017,Multifamily LR (1-4),Low-Rise Multifamily,Fini Condominium,6801 Greenwood Ave N,98103.0,6.0,NORTHWEST,47.68,-122.36,2007.0,1.0,4.0,67910,,Multifamily Housing,Multifamily,67910.0,,,,,,53.0,30.3,29.8,82.1,81.0,2055909.0,2020922.62,0.0,479378.59,1635639.76,4202.69,420269.04,N,Compliant,,29.09,0.43
21940,2017,Multifamily LR (1-4),Low-Rise Multifamily,Fireside Lanai Condominiums,901 5th Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1965.0,1.0,3.0,22208,0.0,Multifamily Housing,Multifamily,22208.0,,,,,,,28.2,27.6,88.6,86.8,626287.5,613799.19,0.0,183554.3,626287.26,0.0,0.0,N,Compliant,,2.59,0.12
21941,2017,Multifamily HR (10+),High-Rise Multifamily,Ellington,2801 1st Ave,98121.0,7.0,DOWNTOWN,47.62,-122.35,2000.0,1.0,12.0,264239,29236.0,"Food Sales, Multifamily Housing, Parking",Multifamily,200837.0,Parking,29236.0,Food Sales,3582.0,,40.0,57.1,56.2,130.5,128.5,11663716.0,11482288.0,0.0,2024609.75,6907968.47,47557.46,4755746.09,N,Compliant,,281.16,1.06
21944,2017,Multifamily HR (10+),High-Rise Multifamily,First Hill Plaza Condominium,1301 Spring Street,98104.0,3.0,EAST,47.61,-122.32,1982.0,1.0,33.0,231352,0.0,Multifamily Housing,Multifamily,231352.0,,,,,,17.0,62.2,60.7,132.8,130.2,14379275.0,14041624.0,0.0,2191006.5,7475714.18,69035.6,6903560.16,N,Compliant,,397.58,1.72
21945,2017,NonResidential,Other,First Hill Plaza Retail Building,1300 Madison St,98104.0,3.0,EAST,47.61,-122.32,1981.0,1.0,1.0,20971,,"Bank Branch, Medical Office, Parking, Retail Store",Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,,39.6,37.4,124.5,117.3,869253.62,819360.19,0.0,254763.59,869253.38,0.0,0.0,N,Compliant,,3.6,0.17
21946,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Fischer Studio Building,1519 3rd Avenue,98101.0,7.0,DOWNTOWN,47.61,-122.34,1913.0,1.0,8.0,43884,0.0,"Multifamily Housing, Office",Multifamily,31320.0,Office,17925.0,,,,92.0,33.3,32.6,78.4,76.3,1640193.5,1606574.38,0.0,300181.81,1024220.34,6159.73,615972.95,N,Compliant,,36.95,0.84
21950,2017,Multifamily MR (5-9),Mid-Rise Multifamily,500 ELLIOTT HOMES CONDOMINIUM,500 ELLIOTT AVE W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62,-122.36,2000.0,1.0,5.0,45715,0.0,Multifamily Housing,Multifamily,42554.0,,,,,,78.0,31.2,30.8,98.0,96.8,1327998.88,1311324.25,0.0,389214.19,1327998.81,0.0,0.0,N,Compliant,,5.49,0.12
21951,2017,Multifamily MR (5-9),Mixed Use Property,507 Northgate,507 NE Northgate Way,98125.0,5.0,NORTH,47.71,-122.32,2008.0,1.0,5.0,614114,124061.0,"Multifamily Housing, Parking, Retail Store",Parking,124061.0,Multifamily Housing,97361.0,Retail Store,53849.0,,,72.6,72.6,195.1,195.1,10978112.0,10978112.0,0.0,2520822.0,8601044.66,23770.67,2377066.8,N,Compliant,,161.83,0.26
21954,2017,Multifamily LR (1-4),Low-Rise Multifamily,ML King Family Housing,3512 S. Juneau St,98118.0,2.0,GREATER DUWAMISH,47.55,-122.29,2005.0,1.0,4.0,32038,,Multifamily Housing,Multifamily,32038.0,,,,,,59.0,37.6,37.1,104.8,103.3,1204217.38,1189261.88,0.0,293322.5,1000816.37,2034.01,203401.0,N,Compliant,,14.94,0.47
21955,2017,NonResidential,Small- and Mid-Sized Office,Magnolia Center,3214 W McGraw St,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.64,-122.4,1927.0,1.0,3.0,23910,0.0,"Office, Retail Store",Office,20000.0,Retail Store,3910.0,,,,,39.0,38.5,103.8,103.3,932006.69,921460.69,0.0,210724.7,718992.69,2130.14,213013.99,Y,Not Compliant,,14.29,0.6
21958,2017,Multifamily HR (10+),High-Rise Multifamily,Elektra Condo HOA,1400 Hubbell Pl,98101.0,7.0,EAST,47.61,-122.33,1957.0,1.0,16.0,151680,,"Multifamily Housing, Parking",Multifamily,151680.0,Parking,18530.0,,,,36.0,78.7,78.7,118.7,118.7,11934240.0,11941990.0,0.0,767309.19,2618058.95,93161.81,9316181.25,N,Compliant,,505.61,3.33
21964,2017,NonResidential,Worship Facility,(ID21964) BALLARD BAPTIST CHURCH,2004 NW 63RD ST,98107.0,6.0,BALLARD,47.67,-122.38,1910.0,1.0,2.0,21765,0.0,Worship Facility,Worship Fac,21765.0,,,,,,76.0,25.4,24.4,39.3,38.1,553009.0,530957.88,0.0,38561.5,131571.84,4214.37,421437.3,N,Compliant,,22.93,1.05
22025,2017,Multifamily LR (1-4),Low-Rise Multifamily,Aros,2251 NW 59th St,98107.0,6.0,BALLARD,47.67,-122.39,1977.0,1.0,3.0,24032,0.0,Multifamily Housing,Multifamily,24032.0,,,,,,,26.4,26.1,82.8,82.0,633439.88,627253.0,0.0,185650.59,633439.83,0.0,0.0,N,Compliant,,2.62,0.11
22034,2017,Multifamily LR (1-4),Low-Rise Multifamily,Nelson Manor,2200 NW 58th St,98107.0,6.0,BALLARD,47.67,-122.39,1985.0,1.0,4.0,27553,,Multifamily Housing,Multifamily,27553.0,,,,,,60.0,30.3,30.0,95.2,94.2,835479.19,826296.5,0.0,244864.91,835479.06,0.0,0.0,N,Compliant,,3.46,0.12
22039,2017,Multifamily MR (5-9),Mid-Rise Multifamily,801 Dexter-True North,801 Dexter Avenue North,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.34,2014.0,1.0,6.0,305537,0.0,"Multifamily Housing, Parking",Multifamily,240477.0,Parking,69979.0,,,201720162015,91.0,44.3,43.7,95.8,95.2,10646047.0,10511080.0,0.0,1663646.12,5676360.58,49696.86,4969686.33,N,Compliant,,287.42,0.94
22046,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Neptune (8633),912  Dexter Avenue North,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.34,2005.0,1.0,6.0,373664,113092.0,Multifamily Housing,Multifamily,180788.0,,,,,,95.0,43.6,43.6,70.6,70.6,7873497.0,7876398.5,0.0,630390.81,2150893.45,57226.03,5722603.12,N,Compliant,,312.83,0.84
22058,2017,Multifamily LR (1-4),Low-Rise Multifamily,Rianna I & II,810 12th Ave.,98122.0,3.0,CENTRAL,47.61,-122.32,2000.0,1.0,4.0,209575,59804.0,"Multifamily Housing, Other, Parking",Multifamily,141603.0,Parking,59804.0,Other,8168.0,,38.0,41.7,41.7,125.0,125.0,6239580.5,6239580.5,0.0,1707551.5,5826165.72,4134.14,413414.01,N,Compliant,,46.06,0.22
22062,2017,Campus,University,Entire Campus,901 12th Avenue,98122.0,3.0,EAST,47.61,-122.32,1939.0,1.0,2.0,2200000,0.0,"College/University, Parking",College/Uni,1719643.0,Parking,318960.0,,,,,68.3,67.8,146.0,145.5,117501096.0,116608192.0,0.0,17912962.0,61119026.34,563820.69,56382068.75,Y,Not Compliant,,3247.31,1.48
22066,2017,Multifamily LR (1-4),Low-Rise Multifamily,Helen V,1321 E Union St.,98122.0,3.0,CENTRAL,47.61,-122.32,1909.0,1.0,3.0,24316,,"Multifamily Housing, Parking",Multifamily,24316.0,Parking,0.0,,,,48.0,55.5,55.1,124.8,123.4,1349836.25,1338901.25,0.0,226808.41,773870.28,5759.66,575965.97,N,Compliant,,33.79,1.39
22078,2017,NonResidential,Worship Facility,Immaculate Conception Church,820 18th Ave.,98122.0,3.0,CENTRAL,47.61,-122.31,1901.0,1.0,2.0,26560,0.0,Worship Facility,Worship Fac,26560.0,,,,,,3.0,66.9,66.9,115.1,115.1,1776214.5,1776897.75,0.0,167028.3,569900.55,12063.14,1206313.96,N,Compliant,,66.43,2.5
22095,2017,NonResidential,Warehouse,Culbertson Warehouse,3535 Interlake Ave North,98103.0,4.0,LAKE UNION,47.65,-122.34,1957.0,1.0,2.0,20140,0.0,Non-Refrigerated Warehouse,Non-Refrige,20140.0,,,,,,72.0,4.1,4.1,13.0,13.0,83455.5,83455.5,0.0,24459.4,83455.47,0.0,0.0,N,Compliant,,0.35,0.02
22107,2017,Multifamily LR (1-4),Low-Rise Multifamily,Ten-O-Five,1005 E Roy St,98102.0,3.0,EAST,47.63,-122.32,1930.0,1.0,3.0,38500,,"Multifamily Housing, Parking",Multifamily,31659.0,Parking,6841.0,,,,79.0,57.4,57.5,81.1,81.1,1817828.75,1818865.62,0.0,92352.5,315106.73,15027.22,1502721.88,N,Compliant,,81.11,2.11
22110,2017,Multifamily HR (10+),High-Rise Multifamily,Gainsborough Condominium,1017 minor Ave,98104.0,3.0,EAST,47.61,-122.32,1930.0,1.0,14.0,90000,,"Multifamily Housing, Parking",Multifamily,90000.0,Parking,6000.0,,,,82.0,58.2,58.1,84.4,84.1,5237795.0,5233117.0,0.0,293637.81,1001892.22,42359.03,4235903.12,N,Compliant,,229.11,2.55
22113,2017,Multifamily LR (1-4),Low-Rise Multifamily,Galer Gardens Condominium,1417 Queen Anne Ave North,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.36,1996.0,1.0,4.0,46184,,"Multifamily Housing, Parking, Retail Store",Multifamily,30430.0,Parking,10565.0,Retail Store,5189.0,,43.0,51.2,51.2,160.9,160.9,1824781.25,1824781.25,0.0,534812.69,1824780.89,0.0,0.0,N,Compliant,,7.55,0.16
22115,2017,Multifamily MR (5-9),Mid-Rise Multifamily,GALLEON APARTMENTS,1221 TAYLOR AVE N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1967.0,1.0,5.0,20598,,Multifamily Housing,Multifamily,20598.0,,,,,,75.0,32.0,31.6,100.6,99.2,659701.12,650883.19,0.0,193347.3,659700.98,0.0,0.0,N,Compliant,,2.73,0.13
22116,2017,Multifamily HR (10+),High-Rise Multifamily,Gallery Belltown Condominium,2911 2nd Ave,98121.0,7.0,DOWNTOWN,47.62,-122.35,2008.0,1.0,13.0,224105,,"Financial Office, Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily,196689.0,Parking,23100.0,Financial Office,2247.0,,,41.6,40.8,100.6,98.3,8352548.5,8199087.0,0.0,1604968.25,5476151.67,28763.96,2876395.9,Y,Not Compliant,,175.42,0.78
22118,2017,Multifamily LR (1-4),Low-Rise Multifamily,PROVIDENCE GAMELIN HOUSE,"4515 MLK JR. WAY SO., STE. 200",98108.0,2.0,GREATER DUWAMISH,47.56,-122.29,2004.0,1.0,4.0,80155,,Multifamily Housing,Multifamily,77823.0,,,,,,93.0,27.0,26.3,61.5,60.3,2098500.75,2043600.38,0.0,361812.91,1234505.64,8639.95,863994.92,N,Compliant,,50.99,0.64
22122,2017,Multifamily LR (1-4),Low-Rise Multifamily,Garden Court,1631 16th Ave,98122.0,3.0,EAST,47.62,-122.31,1929.0,1.0,4.0,58608,6030.0,"Multifamily Housing, Parking",Multifamily,58601.0,Parking,1000.0,,,,70.0,80.9,79.8,109.6,108.4,4741917.0,4674752.5,0.0,202133.41,689679.18,40522.38,4052237.5,N,Compliant,,218.07,3.72
22123,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Garden Court on Belmont,232 Belmont Ave E,98102.0,3.0,EAST,47.62,-122.32,1994.0,1.0,6.0,32989,0.0,Multifamily Housing,Multifamily,48560.0,,,,,,90.0,29.5,29.3,74.5,74.3,1431068.75,1422275.62,0.0,296553.0,1011838.84,4192.3,419230.03,N,Compliant,,26.45,0.8
22135,2017,Multifamily LR (1-4),Low-Rise Multifamily,Arches Apartments,6601 Rainier Ave S,98118.0,2.0,SOUTHEAST,47.54,-122.27,1967.0,1.0,3.0,25174,,Multifamily Housing,Multifamily,25174.0,,,,,,31.0,35.6,34.7,111.8,108.9,896648.62,873409.69,0.0,262792.59,896648.33,0.0,0.0,N,Compliant,,3.71,0.15
22136,2017,Multifamily LR (1-4),Low-Rise Multifamily,Columbia Place,4628 S Holly St,98118.0,2.0,SOUTHEAST,47.54,-122.27,1983.0,1.0,4.0,52228,,Multifamily Housing,Multifamily,52228.0,,,,,,51.0,33.7,33.5,105.8,105.1,1759739.88,1747849.0,0.0,515750.19,1759739.64,0.0,0.0,N,Compliant,,7.28,0.14
22138,2017,NonResidential,Worship Facility,Two Synagogues LLC,6721 51St. Ave South,98118.0,2.0,SOUTHEAST,47.54,-122.27,1927.0,1.0,2.0,22029,0.0,Worship Facility,Worship Fac,22029.0,,,,,,63.0,46.0,43.9,62.8,60.6,1013168.62,967585.0,0.0,44715.6,152569.63,8605.99,860599.02,N,Compliant,,46.34,2.1
