OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUse(kWh),SiteEnergyUseWN(kBtu),SiteEnergyUseWN(kWh),SteamUse(kBtu),SteamUse(kWh),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),NaturalGas(kWh),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier
26829,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ASCONA APTS,200 5TH AVE S,98104.0,2,DOWNTOWN,47.60070038,-122.32728577,1910,1,5.0,40420,0,Multifamily Housing,Multifamily Housing,40420.0,,,,,,97.0,33.6,36.7,73.6,80.9,1357408.0,4631668,1484895.0,5066672,0.0,0,217510,742175.0,6153.0,615264.0,2099367,0.0,37.85,0.86,No,,Compliant,
26832,2015,Multifamily MR (5-9),Mid-Rise Multifamily,INTERNATIONAL HOUSE,607 MAYNARD AVE S,98104.0,2,DOWNTOWN,47.5972793,-122.3254123,1979,1,8.0,75477,0,Multifamily Housing,Multifamily Housing,75477.0,,,,,,15.0,60.2,68.0,150.3,172.4,4547129.0,15515448,5135880.0,17524349,0.0,0,921649,3144796.0,14025.0,1402464.0,4785405,0.0,96.41,1.1,No,,Compliant,
26833,2015,NonResidential,Small- and Mid-Sized Office,SIXTH & KING ASSOCIATES,601 S KING ST,98104.0,2,DOWNTOWN,47.59810187,-122.3259923,1993,1,3.0,21600,0,"Office, Restaurant",Office,11600.0,Restaurant,10000.0,,,,,77.4,74.7,183.6,174.9,1672142.0,5705585,1612514.0,5502126,0.0,0,309836,1057205.0,6150.0,614981.0,2098402,0.0,40.03,1.64,No,,Compliant,
26834,2015,NonResidential,Mixed Use Property,SOO YUEN ASSOCIATION BUILDING (OHIO APTS.),525 MAYNARD AVE S,98104.0,2,DOWNTOWN,47.59768677,-122.32537842,1909,1,3.0,20620,0,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,,,46.0,52.0,91.6,99.9,947534.0,3233120,1071527.0,3656201,0.0,0,125401,427886.0,5197.0,519666.0,1773173,0.0,30.58,1.39,No,,Compliant,
26835,2015,Multifamily LR (1-4),Low-Rise Multifamily,FREEDMAN APARTMENTS,515 MAYNARD AVE S,98104.0,2,DOWNTOWN,47.5978508,-122.32543945,1910,1,4.0,36000,0,"Multifamily Housing, Restaurant",Multifamily Housing,28800.0,Restaurant,7200.0,,,,7.0,36.0,36.9,113.1,115.9,1296290.0,4423125,1328694.0,4533692,0.0,0,379921,1296343.0,0.0,0.0,0,0.0,9.04,0.1,No,,Compliant,
26837,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ALPS HOTEL APARTMENTS,621 S KING ST,98104.0,2,DOWNTOWN,47.59817886,-122.32543945,1910,1,6.0,47607,12437,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,35000.0,Parking,6000.0,Retail Store,6000.0,,99.0,52.2,55.4,127.3,137.4,2140300.0,7303006,2272177.0,7752989,0.0,0,416683,1421780.0,7186.0,718579.0,2451893,0.0,48.08,0.88,No,,Compliant,
26838,2015,NonResidential,Hotel,PANAMA HOTEL,605 S MAIN ST,98104.0,2,DOWNTOWN,47.59985908,-122.325981,1910,1,5.0,40552,0,Hotel,Hotel,40552.0,,,,,,99.0,28.7,35.4,41.6,48.7,1162131.0,3965355,1435704.0,4898825,0.0,0,65590,223803.0,9383.0,938337.0,3201738,0.0,51.4,1.24,No,,Compliant,
26839,2015,Multifamily MR (5-9),Mid-Rise Multifamily,N P HOTEL & MANEKI RESTAURANT,304 6TH AVE S,98104.0,2,DOWNTOWN,47.59987056,-122.32629351,1914,1,6.0,34848,0,"Multifamily Housing, Office, Restaurant",Multifamily Housing,37416.0,Restaurant,3172.0,Office,946.0,,,85.4,96.2,139.7,151.0,3546459.0,12101020,3994924.0,13631246,0.0,0,291453,994479.0,25520.0,2552021.0,8707857,0.0,142.47,3.97,No,,Compliant,
26841,2015,Multifamily LR (1-4),Low-Rise Multifamily,FAR EAST BUILDING APTS,614 S JACKSON ST,98104.0,2,DOWNTOWN,47.59938431,-122.32543182,1910,1,3.0,27494,0,"Multifamily Housing, Retail Store",Multifamily Housing,18186.0,Retail Store,9308.0,,,,,23.1,25.9,72.5,81.3,634561.0,2165211,711930.0,2429205,0.0,0,185979,634588.0,0.0,0.0,0,0.0,4.42,0.06,No,,Compliant,
26842,2015,Multifamily LR (1-4),Low-Rise Multifamily,INTERNATIONAL APTS-53 UNITS,315 MAYNARD AVE S,98104.0,2,DOWNTOWN,47.59945814,-122.3254317,1910,1,4.0,23200,0,Multifamily Housing,Multifamily Housing,23200.0,,,,,,71.0,34.1,37.5,107.1,117.8,791542.0,2700853,870133.0,2969017,0.0,0,231988,791575.0,0.0,0.0,0,0.0,5.52,0.09,No,,Compliant,
26843,2015,Multifamily MR (5-9),Mid-Rise Multifamily,METROPOLITAN PARK APARTMENTS,601 S WASHINGTON ST,98104.0,2,DOWNTOWN,47.60070488,-122.3257057,1991,1,5.0,97737,39722,Multifamily Housing,Multifamily Housing,97737.0,,,,,,87.0,27.8,30.5,73.1,78.6,2719995.0,9281008,2984429.0,10183294,0.0,0,601799,2053423.0,6667.0,666657.0,2274728,0.0,49.72,0.42,No,,Compliant,
26844,2015,Multifamily HR (10+),High-Rise Multifamily,INTERNATIONAL TERRACE,202 6TH AVE S,98104.0,2,DOWNTOWN,47.60027434,-122.3259927,1973,1,12.0,76094,0,Multifamily Housing,Multifamily Housing,76094.0,,,,,,19.0,46.7,52.5,119.0,135.3,3556291.0,12134568,3998183.0,13642366,0.0,0,745810,2544809.0,10116.0,1011587.0,3451678,0.0,71.47,0.8,Yes,,Compliant,
26845,2015,Multifamily LR (1-4),Low-Rise Multifamily,100 on 6th,100 6TH AVE S,98104.0,2,DOWNTOWN,47.60146035,-122.3261095,1903,1,3.0,27600,0,,,,,,,,,94.0,26.9,30.6,84.6,96.0,743739.0,2537742,843650.0,2878653,0.0,0,217978,743770.0,0.0,0.0,0,0.0,5.18,0.07,No,,Compliant,
26846,2015,Multifamily MR (5-9),Senior Care Community,WASHINGTON TERRACE APTS,609 YESLER WAY,98104.0,2,DOWNTOWN,47.60122778,-122.3259253,2005,1,7.0,134974,27662,"Parking, Senior Care Community",Senior Care Community,107312.0,Parking,27662.0,,,,100.0,34.7,38.0,79.4,86.7,3724014.0,12706863,4082016.0,13928416,0.0,0,646371,2205511.0,15186.0,1518595.0,5181661,0.0,96.03,0.64,No,,Compliant,
26847,2015,NonResidential,Small- and Mid-Sized Office,NIPPON KAN/KOBE PARK BUILDING,633 YESLER WAY,98104.0,2,DOWNTOWN,47.60104706,-122.3254265,1909,1,3.0,31432,0,"Multifamily Housing, Office, Other",Office,23059.0,Other,7125.0,Multifamily Housing,1248.0,,,45.4,45.4,142.5,142.5,1426023.0,4865792,1426023.0,4865792,0.0,0,417944,1426082.0,0.0,0.0,0,0.0,9.94,0.12,No,,Compliant,
26848,2015,Multifamily MR (5-9),Mid-Rise Multifamily,NIHONMACHI TERRACE APTS,651 S MAIN ST,98104.0,2,DOWNTOWN,47.59977847,-122.3246701,2005,1,5.0,67590,18570,"Multifamily Housing, Office",Multifamily Housing,75830.0,Office,2500.0,,,,,43.2,47.7,74.3,80.0,3383279.0,11544227,3735284.0,12745317,0.0,0,317863,1084594.0,22987.0,2298730.0,7843592,0.0,129.65,1.85,No,,Compliant,
26849,2015,NonResidential,Retail Store,C & T BLDG,650 S JACKSON ST,98104.0,2,DOWNTOWN,47.59946486,-122.3246796,1917,1,2.0,24550,0,"Office, Retail Store",Retail Store,13500.0,Office,11050.0,,,,100.0,7.4,9.4,14.2,16.3,181491.0,619272,231221.0,788958,0.0,0,22070,75306.0,1062.0,106188.0,362328,0.0,6.16,0.24,Yes,,Compliant,Low Outlier
26850,2015,Multifamily LR (1-4),Low-Rise Multifamily,EVERGREEN HOTEL BUILDING,400 MAYNARD AVE S,98104.0,2,DOWNTOWN,47.59897453,-122.3246818,1916,1,3.0,24171,0,"Multifamily Housing, Other, Other - Lodging/Residential",Multifamily Housing,14400.0,Other,7200.0,Other - Lodging/Residential,2571.0,,100.0,16.2,17.1,50.8,53.6,391058.0,1334345,412770.0,1408429,0.0,0,114613,391074.0,0.0,0.0,0,0.0,2.73,0.04,No,,Compliant,Low Outlier
26852,2015,Multifamily LR (1-4),Low-Rise Multifamily,ATLAS BUILDING,420 MAYNARD AVE S,98104.0,2,DOWNTOWN,47.59857518,-122.3246814,1920,1,4.0,46560,0,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,46560.0,Retail Store,3000.0,Restaurant,2000.0,,,135.0,135.0,214.2,214.2,6960396.0,23749856,6960396.0,23749856,0.0,0,523631,1786701.0,51738.0,5173769.0,17653632,0.0,287.23,6.0,No,,Compliant,High Outlier
26855,2015,Multifamily LR (1-4),Low-Rise Multifamily,REX APTS & TAI TUNG'S,657 S KING ST,98104.0,2,DOWNTOWN,47.59817886,-122.32468414,1909,1,4.0,34560,0,"Multifamily Housing, Retail Store",Multifamily Housing,20520.0,Retail Store,14400.0,,,,92.0,30.2,34.5,76.3,83.7,1054995.0,3599792,1203887.0,4107832,0.0,0,218360,745076.0,3100.0,309950.0,1057593,0.0,21.66,0.53,Yes,,Compliant,
26857,2015,Multifamily LR (1-4),Low-Rise Multifamily,LOYAL HEIGHTS MANOR,7547 24TH AVE NW,98117.0,6,BALLARD,47.68453021,-122.3879417,1980,1,3.0,57770,23570,Multifamily Housing,Multifamily Housing,34200.0,,,,,,70.0,31.0,33.9,97.3,106.5,1060303.0,3617903,1159696.0,3957046,0.0,0,310757,1060347.0,0.0,0.0,0,0.0,7.39,0.05,No,,Compliant,
26862,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE PACIFIC,3901 2ND AVE NE,98105.0,4,LAKE UNION,47.6545359,-122.3271517,1989,1,4.0,23341,2751,Multifamily Housing,Multifamily Housing,23341.0,,,,,,88.0,26.7,29.7,70.1,76.6,622051.0,2122526,694218.0,2368770,0.0,0,137774,470103.0,1520.0,151967.0,518532,0.0,11.35,0.4,Yes,,Compliant,
26870,2015,SPS-District K-12,K-12 School,JOHN STANFORD INT'L (LATONA)  ELEMENTARY (SPS-DISTRICT),400 NE 42ND ST,98105.0,4,LAKE UNION,47.65702213,-122.3240145,2000,1,2.0,61052,0,K-12 School,K-12 School,61052.0,,,,,,84.0,35.9,39.7,93.7,97.7,2189030.0,7469280,2424446.0,8272553,0.0,0,479493,1636098.0,5530.0,553000.0,1886914,0.0,40.78,0.55,Yes,,Compliant,
26880,2015,Multifamily LR (1-4),Low-Rise Multifamily,LAURELCREST RESIDENTIAL PARK CONDOMINIUM,4707 40TH AVE NE,98105.0,4,NORTHEAST,47.66392826,-122.2851982,1949,1,2.0,65042,0,Multifamily Housing,Multifamily Housing,65042.0,,,,,,47.0,31.6,36.2,99.2,113.7,2054077.0,7008801,2356144.0,8039496,0.0,0,602016,2054163.0,0.0,0.0,0,0.0,14.32,0.08,Yes,,Compliant,
26881,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LAURELHURST CONDOMINIUM,4545 SAND POINT WAY NE,98105.0,4,NORTHEAST,47.66199737,-122.2865814,1968,1,8.0,143960,28792,"Multifamily Housing, Parking",Multifamily Housing,99564.0,Parking,34610.0,,,,99.0,28.2,31.7,70.6,80.3,2805926.0,9574216,3154351.0,10763092,0.0,0,571978,1951669.0,8543.0,854338.0,2915122,0.0,58.98,0.35,No,,Compliant,
26883,2015,NonResidential,Other,WASHINGTON HALL,153 14TH AVE,98122.0,3,CENTRAL,47.602844,-122.3145859,1908,1,3.0,25864,0,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,Office,8420.0,,,,,30.2,39.1,41.4,51.8,656980.0,2241708,850752.0,2902886,0.0,0,29618,101060.0,5559.0,555924.0,1896891,0.0,30.23,1.15,No,,Compliant,
26896,2015,Multifamily LR (1-4),Low-Rise Multifamily,WINGATE APTS - 16 UNITS,1600 NE 47TH ST,98105.0,4,NORTHEAST,47.66328612,-122.3105185,1972,1,3.0,20004,4658,"Multifamily Housing, Parking",Multifamily Housing,15346.0,Parking,4658.0,,,,,29.5,32.9,92.6,103.3,452744.0,1544826,504958.0,1722988,0.0,0,132692,452763.0,0.0,0.0,0,0.0,3.16,0.06,No,,Compliant,
26898,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE BARCLAY,4747 16TH AVE NE,98105.0,4,NORTHEAST,47.66437491,-122.31111,1979,1,3.0,36300,0,Multifamily Housing,Multifamily Housing,36300.0,,,,,,97.0,17.4,19.2,54.6,60.4,631201.0,2153747,697992.0,2381647,0.0,0,184994,631227.0,0.0,0.0,0,0.0,4.4,0.05,No,,Compliant,
26902,2015,Multifamily LR (1-4),College/University,ALPHA CHI OMEGA SORORITY,4545 17TH AVE NE,98105.0,4,NORTHEAST,47.66254505,-122.310048,1956,1,3.0,20008,0,College/University,College/University,20008.0,,,,,,,68.0,81.8,109.6,126.9,1360847.0,4643402,1636218.0,5583007,0.0,0,107243,365928.0,9949.0,994934.0,3394855,0.0,55.39,2.69,No,,Compliant,
26905,2015,NonResidential,Other,KAPPA ALPHA THETA SORORITY,4521 17TH AVE NE,98105.0,4,NORTHEAST,47.66190379,-122.3100685,1924,1,3.0,20686,0,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,,,,,,,55.1,65.4,105.2,120.0,1139133.0,3886883,1353392.0,4617965,0.0,0,137331,468592.0,6706.0,670560.0,2288045,0.0,38.88,1.78,No,,Compliant,
26906,2015,NonResidential,Residence Hall/Dormitory,PHI GAMMA DELTA FRATERNITY,4503 17TH AVE NE,98105.0,4,NORTHEAST,47.66161815,-122.3100859,1929,1,3.0,22124,0,Residence Hall/Dormitory,Residence Hall/Dormitory,22124.0,,,,,,75.0,31.0,32.3,97.5,101.4,686949.0,2343967,714503.0,2437985,0.0,0,201333,686977.0,0.0,0.0,0,0.0,4.79,0.08,No,,Compliant,
26907,2015,Multifamily LR (1-4),Low-Rise Multifamily,WASHINGTON SQUARE,4504 16TH AVE NE,98105.0,4,NORTHEAST,47.66157511,-122.3105082,1988,1,4.0,34795,17455,"Multifamily Housing, Parking",Multifamily Housing,34795.0,Parking,17455.0,,,,77.0,30.8,34.0,96.7,106.7,1071912.0,3657515,1181913.0,4032854,0.0,0,314160,1071957.0,0.0,0.0,0,0.0,7.47,0.08,Yes,,Compliant,
26908,2015,Multifamily LR (1-4),Low-Rise Multifamily,SORTUN COURT,4550 16TH AVE NE,98105.0,4,NORTHEAST,47.66261671,-122.3105199,1999,1,3.0,23800,10600,"Multifamily Housing, Parking",Multifamily Housing,13200.0,Parking,10600.0,,,,,35.7,39.3,112.1,123.3,471359.0,1608343,518320.0,1768581,0.0,0,138148,471379.0,0.0,0.0,0,0.0,3.29,0.05,No,,Compliant,
26909,2015,NonResidential,Residence Hall/Dormitory,CHI OMEGA SORORITY,4549 18TH AVE NE,98105.0,4,NORTHEAST,47.66279161,-122.3086829,1926,1,3.0,27487,0,Residence Hall/Dormitory,Residence Hall/Dormitory,27487.0,,,,,,86.0,54.9,66.8,90.0,104.0,1509492.0,5150600,1835049.0,6261447,0.0,0,124485,424759.0,10848.0,1084750.0,3701320,0.0,60.57,2.14,Yes,,Compliant,
26911,2015,NonResidential,Residence Hall/Dormitory,SIGMA CHI FRATERNITY,4505 18TH AVE NE,98105.0,4,NORTHEAST,47.66153116,-122.3087052,1926,1,4.0,23616,0,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,,,,,,49.0,78.8,88.8,148.3,158.8,1860901.0,6349657,2096700.0,7154237,0.0,0,217020,740501.0,11204.0,1120430.0,3823065,0.0,64.67,2.6,No,,Compliant,
26919,2015,Multifamily LR (1-4),Low-Rise Multifamily,LAMBDA CHI ALPHA FRATERNITY,4509 19TH AVE NE,98105.0,4,NORTHEAST,47.6617351,-122.3075804,1928,1,3.0,20629,0,Multifamily Housing,Multifamily Housing,20629.0,,,,,,43.0,59.3,70.8,102.0,114.0,1224276.0,4177403,1460069.0,4981962,0.0,0,114768,391603.0,8327.0,832689.0,2841252,0.0,46.95,2.19,No,,Compliant,
26922,2015,NonResidential,Residence Hall/Dormitory,UPSTAIRS DOWNSTAIRS APARTMENTS,4528 18TH AVE NE,98105.0,4,NORTHEAST,47.66238207,-122.3080365,1976,1,3.0,33448,0,Residence Hall/Dormitory,Residence Hall/Dormitory,33448.0,,,,,,77.0,29.0,33.4,91.1,104.7,970118.0,3310179,1115689.0,3806888,0.0,0,284325,970158.0,0.0,0.0,0,0.0,6.76,0.08,No,,Compliant,
26924,2015,Nonresidential COS,Mixed Use Property,YESLER COMMUNITY CENTER,917 E YESLER WAY,98122.0,2,EAST,47.60135546,-122.3201082,2005,1,2.0,29508,7120,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,,,82.6,103.6,150.8,175.9,1844825.0,6294804,2315310.0,7900165,0.0,0,200881,685436.0,11594.0,1159418.0,3956098,0.0,66.35,2.15,No,,Compliant,
26930,2015,NonResidential,Senior Care Community,SEATTLE KEIRO,1601 E YESLER WAY,98122.0,3,CENTRAL,47.60132366,-122.3107558,1987,1,2.0,74840,0,Senior Care Community,Senior Care Community,74840.0,,,,,,48.0,112.8,118.4,231.3,241.6,8442782.0,28807967,8860011.0,30231612,0.0,0,1184474,4041593.0,44014.0,4401357.0,15018053,0.0,261.93,3.27,No,,Compliant,
26933,2015,Nonresidential COS,Other,YESLER NEIGHBORHOOD FACILITY,1601 E YESLER WAY,98122.0,3,CENTRAL,47.60133568,-122.3098298,1913,1,3.0,20992,0,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,,,64.7,83.0,104.1,123.3,1997115.0,6814439,2562520.0,8743681,0.0,0,156813,535067.0,14621.0,1462070.0,4988789,0.0,81.38,3.77,No,,Compliant,
26938,2015,Multifamily LR (1-4),Low-Rise Multifamily,CLAIREMONT APT HOMES,2010 E YESLER WAY,98122.0,3,CENTRAL,47.60184462,-122.3056921,1909,1,3.0,41144,0,,,,,,,,,42.0,35.1,0.0,101.3,0.0,1445738.0,4933062,0.0,0,0.0,0,371510,1267644.0,0.0,0.0,0,178094.0,8.84,0.08,No,,Compliant,
26939,2015,NonResidential,K-12 School,FIRST PLACE,172 20TH AVE,98122.0,3,CENTRAL,47.60329437,-122.3059529,1925,1,2.0,22344,0,K-12 School,K-12 School,22344.0,,,,,,49.0,62.0,75.9,112.8,127.4,1386331.0,4730357,1695951.0,5786824,0.0,0,149440,509910.0,8764.0,876442.0,2990544,0.0,50.1,2.14,Yes,,Compliant,
26940,2015,Multifamily LR (1-4),Low-Rise Multifamily,SPRUCE PARK APARTMENTS,155 21ST AVE,98122.0,3,CENTRAL,47.60288136,-122.3053232,1912,1,4.0,24980,0,Multifamily Housing,Multifamily Housing,24980.0,,,,,,15.0,51.5,56.1,123.3,134.7,1285930.0,4387775,1402295.0,4784829,0.0,0,242472,827350.0,4586.0,458615.0,1564859,0.0,30.12,1.06,Yes,,Compliant,
26948,2015,Multifamily LR (1-4),Low-Rise Multifamily,28 UNIT APARTMENT,231 26TH AVE E,98112.0,3,CENTRAL,47.62100773,-122.2989161,1989,1,4.0,24415,0,Multifamily Housing,Multifamily Housing,24415.0,,,,,,74.0,30.3,33.5,95.1,105.1,739711.0,2523998,817453.0,2789265,0.0,0,216797,739741.0,0.0,0.0,0,0.0,5.16,0.08,No,,Compliant,
26951,2015,Multifamily LR (1-4),Low-Rise Multifamily,MADISON VISTA APTS,114 24TH AVE E,98112.0,3,CENTRAL,47.61943095,-122.3008476,1910,1,3.0,31300,0,Multifamily Housing,Multifamily Housing,31300.0,,,,,,98.0,27.9,31.4,65.5,74.2,873776.0,2981447,981462.0,3348887,0.0,0,158799,541846.0,3320.0,331953.0,1132670,0.0,21.41,0.61,No,,Compliant,
26956,2015,NonResidential,College/University,Cornish (Kerry Hall),710 E ROY ST,98102.0,3,EAST,47.62533653,-122.3230355,1921,1,3.0,31900,0,College/University,College/University,26000.0,,,,,,,93.6,113.7,164.7,185.8,2433777.0,8304391,2956523.0,10088075,0.0,0,242062,825950.0,16079.0,1607861.0,5486249,0.0,91.15,2.75,No,,Compliant,
26961,2015,Nonresidential COS,Other,LOYAL HEIGHTS COMMUNITY CENTER,2101 NW 77TH ST,98117.0,6,BALLARD,47.68469112,-122.3828189,1950,1,2.0,29417,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,,,47.9,56.8,97.0,106.4,1423687.0,4857821,1688901.0,5762769,0.0,0,194997,665356.0,7584.0,758358.0,2587624,0.0,44.91,1.43,No,,Compliant,
26973,2015,NonResidential,Mixed Use Property,NEW CENTRAL HOTEL CONDOMINIUM,657 S WELLER ST,98104.0,2,DOWNTOWN,47.59719714,-122.3246897,1909,1,3.0,49299,0,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,,,98.8,101.6,156.5,165.4,5239717.0,17878656,5390701.0,18393835,0.0,0,392696,1339933.0,38998.0,3899840.0,13306806,0.0,216.46,4.27,No,,Compliant,
26979,2015,Multifamily LR (1-4),Low-Rise Multifamily,MCBRIDE COURT,4515 29TH AVE S,98108.0,2,GREATER DUWAMISH,47.56162911,-122.2957523,2005,1,3.0,58035,15187,"Multifamily Housing, Parking",Multifamily Housing,42848.0,Parking,15187.0,,,,98.0,21.4,23.5,67.1,73.8,915417.0,3123532,1006586.0,3434613,0.0,0,268293,915455.0,0.0,0.0,0,0.0,6.38,0.04,Yes,,Compliant,
26980,2015,Multifamily LR (1-4),Low-Rise Multifamily,SNOQUALMIE PLACE,2917 S SNOQUALMIE ST,98108.0,2,GREATER DUWAMISH,47.56127242,-122.2948475,2005,1,4.0,54300,10555,"Multifamily Housing, Parking, Social/Meeting Hall",Multifamily Housing,41057.0,Parking,10555.0,Social/Meeting Hall,2688.0,,81.0,27.1,29.5,85.2,92.5,1187261.0,4051102,1288975.0,4398165,0.0,0,347966,1187310.0,0.0,0.0,0,0.0,8.28,0.06,Yes,,Compliant,
26984,2015,Multifamily HR (10+),High-Rise Multifamily,NEWMARK TOWER CONDOMINIUM (MULTIFAMILY PORTION),1415 2ND AVE,98101.0,7,DOWNTOWN,47.60864842,-122.3387886,1991,1,24.0,220018,45590,"Multifamily Housing, Parking",Multifamily Housing,174428.0,Parking,45590.0,,,,1.0,63.3,68.6,182.1,194.8,11047668.0,37696207,11966839.0,40832549,0.0,0,2827037,9646251.0,14018.0,1401818.0,4783201,0.0,141.7,0.46,No,,Compliant,
26986,2015,NonResidential,Supermarket/Grocery Store,ADMIRAL METROPOLITAN MARKET,2320 42ND AVE SW,98116.0,1,SOUTHWEST,47.58196731,-122.384804,1997,1,1.0,31841,0,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,Office,942.0,,,,,383.3,409.4,802.1,824.9,12204922.0,41644922,13034804.0,44476596,0.0,0,1784427,6088718.0,61165.0,6116456.0,20870213,0.0,367.29,10.71,No,,Compliant,
26989,2015,Multifamily LR (1-4),Senior Care Community,ADMIRAL HEIGHTS,2326 CALIFORNIA AVE SW,98116.0,1,SOUTHWEST,47.58210267,-122.3861228,2000,1,4.0,76699,19133,"Parking, Senior Care Community",Senior Care Community,57566.0,Parking,0.0,,,,90.0,73.6,77.8,182.4,191.2,4235405.0,14451801,4477453.0,15277703,0.0,0,848680,2895815.0,13397.0,1339710.0,4571280,0.0,91.34,1.03,No,,Compliant,
26993,2015,Multifamily LR (1-4),Low-Rise Multifamily,RAGLEY APARTMENTS,1608 E REPUBLICAN ST,98112.0,3,EAST,47.62356805,-122.3110959,1922,1,3.0,20064,0,Multifamily Housing,Multifamily Housing,20064.0,,,,,,,49.1,58.8,68.3,79.0,984178.0,3358154,1178862.0,4022444,0.0,0,47361,161603.0,8226.0,822581.0,2806762,0.0,44.81,2.2,No,,Compliant,
26994,2015,NonResidential,Mixed Use Property,ARBORETUM COURT II,3130 E MADISON ST,98112.0,3,EAST,47.62696595,-122.2916093,1988,1,2.0,21036,0,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,,,125.0,132.7,259.6,267.7,2630101.0,8974277,2792341.0,9527862,0.0,0,378628,1291931.0,13382.0,1338224.0,4566209,0.0,80.08,3.54,No,,Compliant,
26995,2015,Multifamily MR (5-9),Mid-Rise Multifamily,MILWAUKEE APARTMENTS,664 S KING ST,98104.0,2,DOWNTOWN,47.598748,-122.3242219,1911,1,5.0,81120,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,37000.0,Parking,6000.0,Retail Store,6000.0,,99.0,35.0,38.4,109.8,120.5,1503823.0,5131257,1650176.0,5630634,0.0,0,440745,1503885.0,0.0,0.0,0,0.0,10.48,0.05,No,,Compliant,
26997,2015,NonResidential,Mixed Use Property,TRADER JOE'S - AAA,4555 ROOSEVELT WAY NE,98105.0,4,NORTHEAST,47.66282315,-122.317772,1999,1,2.0,32928,0,"Office, Other, Parking, Retail Store",Parking,24288.0,Retail Store,16710.0,Office,16128.0,,11.0,165.1,165.1,518.3,518.3,5420552.0,18495690,5420552.0,18495690,0.0,0,1588673,5420777.0,0.0,0.0,0,0.0,37.79,0.44,Yes,,Compliant,
27007,2015,NonResidential,Worship Facility,SEATTLE COMMUNITY CHURCH,4501 46TH AVE NE,98105.0,4,NORTHEAST,47.6615423,-122.2787693,1954,1,2.0,20039,0,Worship Facility,Worship Facility,20039.0,,,,,,99.0,6.1,6.1,19.1,19.1,122156.0,416813,122156.0,416813,0.0,0,35802,122161.0,0.0,0.0,0,0.0,0.85,0.02,No,,Compliant,
27008,2015,SPS-District K-12,K-12 School,LAURELHURST K-8 (SPS-DISTRICT),4530 46TH AVE NE,98105.0,4,NORTHEAST,47.66211315,-122.2778902,1928,1,2.0,54943,0,K-12 School,K-12 School,57247.0,,,,,,95.0,34.5,45.7,60.0,73.5,1976400.0,6743756,2613874.0,8918908,0.0,0,190504,650027.0,13264.0,1326400.0,4525864,0.0,74.98,1.31,Yes,,Compliant,
27013,2015,NonResidential,Non-Refrigerated Warehouse,NORTHWEST WHOLESALE FLORISTS,525 S FRONT ST,98108.0,2,GREATER DUWAMISH,47.54762719,-122.3274953,1960,1,1.0,44476,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,,,,,,34.0,28.5,28.5,81.0,81.0,1177257.0,4016967,1177257.0,4016967,0.0,0,295252,1007440.0,1699.0,169859.0,579582,0.0,16.04,0.26,No,,Compliant,
